144.16.111.0/24 #AS2697 ERX-ERNET-AS Education and Research Network, IN
202.3.13.0/24 #AS17439 NCINSPL-IN NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED, IN
202.87.32.0/19 #AS17439 NCINSPL-IN NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED, IN
203.95.216.0/22 #AS17439 NCINSPL-IN NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED, IN
203.112.136.0/24 #AS17439 NCINSPL-IN NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED, IN
203.112.138.0/23 #AS17439 NCINSPL-IN NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED, IN
203.112.141.0/24 #AS17439 NCINSPL-IN NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED, IN
203.112.142.0/23 #AS17439 NCINSPL-IN NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED, IN
203.112.144.0/21 #AS17439 NCINSPL-IN NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED, IN
202.131.132.0/24 #AS17443 KARUTURI-IN Karuturi Telecom Pvt Ltd, IN
202.131.159.0/24 #AS17443 KARUTURI-IN Karuturi Telecom Pvt Ltd, IN
192.175.48.1/32 #AS17446 STI-IN Synchronoss Technologies India Private Limited, IN - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
43.252.92.0/22 #AS17465 ASIANET Cable ISP in India, IN
103.233.64.0/22 #AS17465 ASIANET Cable ISP in India, IN
111.92.0.0/17 #AS17465 ASIANET Cable ISP in India, IN
116.68.64.0/18 #AS17465 ASIANET Cable ISP in India, IN
202.83.32.0/19 #AS17465 ASIANET Cable ISP in India, IN
202.88.224.0/19 #AS17465 ASIANET Cable ISP in India, IN
202.164.128.0/19 #AS17465 ASIANET Cable ISP in India, IN
8.19.113.0/24 #AS17466 GENPACT-AS-AP Genpact India Private Limited, IN
58.2.16.0/20 #AS17466 GENPACT-AS-AP Genpact India Private Limited, IN
58.2.128.0/19 #AS17466 GENPACT-AS-AP Genpact India Private Limited, IN
124.4.44.0/24 #AS17466 GENPACT-AS-AP Genpact India Private Limited, IN
124.4.120.0/22 #AS17466 GENPACT-AS-AP Genpact India Private Limited, IN
124.4.200.0/22 #AS17466 GENPACT-AS-AP Genpact India Private Limited, IN
124.4.248.0/22 #AS17466 GENPACT-AS-AP Genpact India Private Limited, IN
182.94.236.0/22 #AS17466 GENPACT-AS-AP Genpact India Private Limited, IN
182.94.240.0/24 #AS17466 GENPACT-AS-AP Genpact India Private Limited, IN
45.123.24.0/22 #AS17483 CITYON-AS-AP CityOnline Services Ltd, IN
49.156.144.0/22 #AS17483 CITYON-AS-AP CityOnline Services Ltd, IN
49.156.150.0/23 #AS17483 CITYON-AS-AP CityOnline Services Ltd, IN
49.156.152.0/21 #AS17483 CITYON-AS-AP CityOnline Services Ltd, IN
103.5.16.0/22 #AS17483 CITYON-AS-AP CityOnline Services Ltd, IN
103.168.177.0/24 #AS17483 CITYON-AS-AP CityOnline Services Ltd, IN
202.62.64.0/19 #AS17483 CITYON-AS-AP CityOnline Services Ltd, IN
27.4.0.0/15 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.6.0.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.6.32.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.6.48.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.6.56.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.6.60.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.6.68.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.6.72.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.6.80.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.6.96.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.6.128.0/17 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.7.0.0/17 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.7.128.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.7.192.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.7.204.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.7.208.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
27.7.224.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.243.0.0/17 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.243.128.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.243.192.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.243.224.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.243.240.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.243.245.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.243.246.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.243.248.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.254.0.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.254.2.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.254.4.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.254.8.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.254.16.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.254.32.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
60.254.64.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.96.0.0/17 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.96.128.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.96.192.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.96.224.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.96.240.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.96.252.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.97.0.0/17 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.97.128.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.97.160.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.97.168.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.97.172.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.97.176.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.97.192.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.97.208.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.97.220.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.97.224.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.98.0.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.98.8.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.98.16.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.98.32.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.98.64.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.98.128.0/17 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.0.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.64.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.96.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.112.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.128.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.192.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.200.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.202.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.204.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.208.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
115.99.224.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.72.0.0/16 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.0.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.64.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.96.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.100.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.103.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.104.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.112.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.116.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.118.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.120.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.128.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.192.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.224.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.240.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.244.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.246.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.73.248.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.0.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.32.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.40.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.48.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.64.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.72.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.74.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.76.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.80.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.96.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.74.128.0/17 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
116.75.0.0/16 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.0.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.32.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.37.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.38.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.40.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.48.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.64.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.128.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.192.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.224.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.232.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.234.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.236.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.238.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
125.99.240.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.129.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.130.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.132.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.136.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.138.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.140.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.144.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.160.0/19 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.208.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.212.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.214.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
202.88.216.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.163.224.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.163.228.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.163.232.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.163.241.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.163.242.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.163.244.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.163.248.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.212.192.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.212.196.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.212.199.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.212.200.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.212.208.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.212.224.0/21 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.212.232.0/23 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.212.235.0/24 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.212.236.0/22 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.212.240.0/20 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
210.18.128.0/18 #AS17488 HATHWAY-NET-AP Hathway IP Over Cable Internet, IN
203.124.128.0/24 #AS17495 GATEWAY-AP BROADBAND WIRELESSS INTERNET SERVICE PROVIDER, IN
203.124.140.0/24 #AS17495 GATEWAY-AP BROADBAND WIRELESSS INTERNET SERVICE PROVIDER, IN
203.124.143.0/24 #AS17495 GATEWAY-AP BROADBAND WIRELESSS INTERNET SERVICE PROVIDER, IN
203.124.144.0/20 #AS17495 GATEWAY-AP BROADBAND WIRELESSS INTERNET SERVICE PROVIDER, IN
203.124.160.0/20 #AS17495 GATEWAY-AP BROADBAND WIRELESSS INTERNET SERVICE PROVIDER, IN
192.175.48.1/32 #AS17566 STI-IN Synchronoss Technologies India Private Limited, IN - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
202.46.22.0/23 #AS17624 QUALCOMM-BLR-AS-AP Qualcomm Inc. Bangalore AS, Developer of CDMA Technology India, IN
14.102.160.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
27.109.0.0/19 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
36.255.8.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
43.251.80.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
43.252.192.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
45.64.192.0/21 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
45.64.204.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
45.114.56.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
45.114.64.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
45.114.212.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
45.114.216.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
45.116.56.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
59.152.52.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.19.132.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.19.196.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.54.12.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.54.20.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.54.188.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.54.196.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.56.88.0/24 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.56.90.0/23 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.91.132.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.104.224.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.173.122.0/23 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.205.124.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.206.56.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.208.168.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.208.224.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.254.32.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.254.128.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
103.254.244.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
120.72.88.0/21 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
137.59.172.0/22 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
180.211.96.0/19 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
202.131.96.0/19 #AS17625 BLAZENET-IN-AP BlazeNets Network, IN
110.50.32.0/19 #AS17648 HECL-AS Hughes Communications India Private Limited, IN
202.134.192.0/20 #AS17648 HECL-AS Hughes Communications India Private Limited, IN
14.192.24.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
36.255.88.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
43.229.161.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
43.230.40.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
43.243.82.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
45.117.72.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
45.118.104.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
59.152.120.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.10.224.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.38.68.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.38.128.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.44.104.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.57.140.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.58.152.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.59.204.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.86.68.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.92.115.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.99.69.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.99.198.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.107.175.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.110.72.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.115.129.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.115.130.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.135.64.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.136.172.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.136.175.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.144.188.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.149.160.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.152.38.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.158.170.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.159.98.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.159.212.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.161.40.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.167.246.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.169.156.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.171.9.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.175.30.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.176.176.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.178.168.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.179.122.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.186.121.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.186.176.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.199.192.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.199.195.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.203.36.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.206.8.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.206.132.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.206.135.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.209.68.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.215.164.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.232.236.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.232.238.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.244.224.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.245.103.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
103.251.52.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
111.223.25.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
111.223.26.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
139.5.99.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
150.107.27.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
157.119.44.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
157.119.86.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
202.148.60.0/22 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
203.189.248.0/23 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
203.189.251.0/24 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
203.192.192.0/18 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
203.194.96.0/20 #AS17665 ONEBROADBAND ONEOTT INTERTAINMENT LIMITED, IN
192.175.48.1/32 #AS17729 BTDPL-AS-AP Balaji Teleworks Development Pvt Ltd, IN - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
45.249.84.0/22 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
103.171.100.0/23 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
103.184.74.0/23 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
103.199.224.0/22 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
103.217.244.0/22 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
150.107.8.0/23 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
202.142.109.0/24 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
202.142.111.0/24 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
202.142.117.0/24 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
202.142.121.0/24 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
202.142.122.0/24 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
203.81.240.0/22 #AS17747 SITINETWORS-IN-AP SITI NETWORKS LIMITED, IN
202.157.64.0/24 #AS17753 DATAINGENIOUS-AS-AP DATA INGENIOUS GLOBAL LIMITED, IN
